epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,1084.25,1.66997,1.11715,1.13102,0.85406,0.55847,0.63573,0.35309,1.56527,1.02743,1.16171,0.0001586,0.0001586,0.0001586
188,1089.14,1.651,1.10288,1.12777,0.86735,0.55103,0.63388,0.35234,1.55386,1.02506,1.15402,0.0001487,0.0001487,0.0001487
189,1094.11,1.67127,1.1227,1.1341,0.86095,0.55023,0.62935,0.34429,1.58613,1.04372,1.15479,0.0001388,0.0001388,0.0001388
190,1099,1.66144,1.12022,1.13407,0.86772,0.5545,0.63413,0.35026,1.57142,1.0182,1.15217,0.0001289,0.0001289,0.0001289
191,1115.8,1.60495,1.11561,1.1304,0.86577,0.55146,0.63527,0.35117,1.56585,1.01622,1.14756,0.000119,0.000119,0.000119
192,1120.29,1.59016,1.09026,1.13147,0.85295,0.55434,0.63308,0.35372,1.55163,1.01426,1.14385,0.0001091,0.0001091,0.0001091
193,1124.79,1.57505,1.08589,1.13123,0.86167,0.55537,0.63584,0.35283,1.54924,1.01518,1.15104,9.92e-05,9.92e-05,9.92e-05
194,1129.27,1.58338,1.09069,1.14384,0.87985,0.55145,0.63594,0.35279,1.55233,1.01415,1.1552,8.93e-05,8.93e-05,8.93e-05
195,1133.77,1.57254,1.09348,1.14029,0.87162,0.55561,0.63691,0.35366,1.55704,1.0131,1.15161,7.94e-05,7.94e-05,7.94e-05
196,1138.33,1.57241,1.06991,1.12495,0.87664,0.55481,0.63905,0.35428,1.55641,1.01442,1.1529,6.95e-05,6.95e-05,6.95e-05
197,1142.78,1.58526,1.09025,1.13465,0.8725,0.56001,0.64148,0.35508,1.56307,1.0152,1.15259,5.96e-05,5.96e-05,5.96e-05
198,1147.34,1.56392,1.07745,1.12586,0.86871,0.56183,0.64123,0.35628,1.55638,1.01004,1.15138,4.97e-05,4.97e-05,4.97e-05
199,1151.87,1.55321,1.06219,1.12188,0.86569,0.56214,0.64121,0.35696,1.55491,1.01197,1.15293,3.98e-05,3.98e-05,3.98e-05
200,1156.41,1.56969,1.06985,1.12222,0.86615,0.56707,0.64252,0.35685,1.54928,1.00815,1.15461,2.99e-05,2.99e-05,2.99e-05
